OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
"OL-4850","TRN-10941","C302","1","50","0.15","42.5"
"OL-4851","TRN-10941","P202","2","65","0.15","110.5"
"OL-4852","TRN-10942","P102","2","80","0.05","152"
"OL-4853","TRN-10942","P202","3","65","0.05","185.25"
"OL-4854","TRN-10943","P203","3","68","0.15","173.4"
"OL-4855","TRN-10943","C303","3","60","0.15","153"
"OL-4856","TRN-10944","C303","1","60","0.1","54"
"OL-4857","TRN-10944","C304","2","58","0.1","104.4"
"OL-4858","TRN-10944","C302","3","50","0.1","135"
"OL-4859","TRN-10945","P202","3","65","0.1","175.5"
"OL-4860","TRN-10945","C301","2","55","0.1","99"
"OL-4861","TRN-10945","P103","2","95","0.1","171"
"OL-4862","TRN-10946","P103","3","95","0.05","270.75"
"OL-4863","TRN-10946","C301","2","55","0.05","104.5"
"OL-4864","TRN-10946","C302","2","50","0.05","95"
"OL-4865","TRN-10947","P203","2","68","0","136"
"OL-4866","TRN-10947","C303","1","60","0","60"
"OL-4867","TRN-10947","C304","3","58","0","174"
"OL-4868","TRN-10947","P102","2","80","0","160"
"OL-4869","TRN-10948","P201","2","70","0","140"
"OL-4870","TRN-10948","C301","1","55","0","55"
"OL-4871","TRN-10948","P201","3","70","0","210"
"OL-4872","TRN-10949","P202","3","65","0","195"
"OL-4873","TRN-10949","C304","1","58","0","58"
"OL-4874","TRN-10950","P102","3","80","0","240"
"OL-4875","TRN-10950","P102","2","80","0","160"
"OL-4876","TRN-10950","P102","2","80","0","160"
"OL-4877","TRN-10951","P201","3","70","0","210"
"OL-4878","TRN-10951","P201","3","70","0","210"
"OL-4879","TRN-10951","P202","1","65","0","65"
"OL-4880","TRN-10952","C303","2","60","0.1","108"
"OL-4881","TRN-10952","C301","1","55","0.1","49.5"
"OL-4882","TRN-10952","P102","3","80","0.1","216"
"OL-4883","TRN-10952","P102","3","80","0.1","216"
"OL-4884","TRN-10953","P102","2","80","0","160"
"OL-4885","TRN-10954","P202","3","65","0","195"
"OL-4886","TRN-10954","P203","3","68","0","204"
"OL-4887","TRN-10954","P102","3","80","0","240"
"OL-4888","TRN-10954","P201","2","70","0","140"
"OL-4889","TRN-10955","P103","2","95","0","190"
"OL-4890","TRN-10955","C301","3","55","0","165"
"OL-4891","TRN-10956","P103","1","95","0","95"
"OL-4892","TRN-10956","P102","3","80","0","240"
"OL-4893","TRN-10956","P203","3","68","0","204"
"OL-4894","TRN-10956","C303","3","60","0","180"
"OL-4895","TRN-10957","C302","1","50","0","50"
"OL-4896","TRN-10957","C303","3","60","0","180"
"OL-4897","TRN-10958","P203","1","68","0","68"
"OL-4898","TRN-10958","P103","2","95","0","190"
"OL-4899","TRN-10959","P101","2","85","0","170"
"OL-4900","TRN-10960","C304","1","58","0","58"
"OL-4901","TRN-10961","P101","3","85","0.15","216.75"
"OL-4902","TRN-10961","C304","2","58","0.15","98.6"
"OL-4903","TRN-10961","P102","3","80","0.15","204"
"OL-4904","TRN-10961","C301","2","55","0.15","93.5"
"OL-4905","TRN-10962","P103","3","95","0","285"
"OL-4906","TRN-10963","P101","2","85","0","170"
"OL-4907","TRN-10963","P203","2","68","0","136"
"OL-4908","TRN-10963","C303","2","60","0","120"
"OL-4909","TRN-10963","P203","2","68","0","136"
"OL-4910","TRN-10964","P102","3","80","0.05","228"
"OL-4911","TRN-10964","P201","1","70","0.05","66.5"
"OL-4912","TRN-10964","P201","2","70","0.05","133"
"OL-4913","TRN-10965","C304","1","58","0","58"
"OL-4914","TRN-10965","C302","1","50","0","50"
"OL-4915","TRN-10966","C304","3","58","0","174"
"OL-4916","TRN-10966","P101","2","85","0","170"
"OL-4917","TRN-10967","C301","1","55","0","55"
"OL-4918","TRN-10967","C304","1","58","0","58"
"OL-4919","TRN-10967","P101","3","85","0","255"
"OL-4920","TRN-10968","P102","2","80","0.15","136"
"OL-4921","TRN-10968","P202","3","65","0.15","165.75"
"OL-4922","TRN-10968","P203","2","68","0.15","115.6"
"OL-4923","TRN-10968","P203","1","68","0.15","57.8"
"OL-4924","TRN-10969","P101","3","85","0","255"
"OL-4925","TRN-10969","P202","1","65","0","65"
"OL-4926","TRN-10969","C303","1","60","0","60"
"OL-4927","TRN-10970","P203","1","68","0","68"
"OL-4928","TRN-10971","P203","1","68","0.05","64.6"
"OL-4929","TRN-10972","P101","3","85","0","255"
"OL-4930","TRN-10972","P102","3","80","0","240"
"OL-4931","TRN-10972","P103","3","95","0","285"
"OL-4932","TRN-10972","P102","2","80","0","160"
"OL-4933","TRN-10973","P101","3","85","0","255"
"OL-4934","TRN-10974","P201","2","70","0","140"
"OL-4935","TRN-10974","C301","2","55","0","110"
"OL-4936","TRN-10975","C301","2","55","0","110"
"OL-4937","TRN-10976","P202","3","65","0","195"
"OL-4938","TRN-10976","P102","3","80","0","240"
"OL-4939","TRN-10977","C304","2","58","0.15","98.6"
"OL-4940","TRN-10977","P203","1","68","0.15","57.8"
"OL-4941","TRN-10978","P101","3","85","0","255"
"OL-4942","TRN-10978","C301","3","55","0","165"
"OL-4943","TRN-10978","C301","2","55","0","110"
"OL-4944","TRN-10978","C302","1","50","0","50"
"OL-4945","TRN-10979","C302","1","50","0","50"
"OL-4946","TRN-10979","P203","3","68","0","204"
"OL-4947","TRN-10979","P202","1","65","0","65"
"OL-4948","TRN-10980","P202","3","65","0","195"
"OL-4949","TRN-10981","C304","1","58","0","58"
"OL-4950","TRN-10981","P102","2","80","0","160"
"OL-4951","TRN-10981","C302","1","50","0","50"
"OL-4952","TRN-10981","P201","2","70","0","140"
"OL-4953","TRN-10982","C302","1","50","0.15","42.5"
"OL-4954","TRN-10982","C301","1","55","0.15","46.75"
"OL-4955","TRN-10983","C304","3","58","0","174"
"OL-4956","TRN-10983","C302","2","50","0","100"
"OL-4957","TRN-10984","C303","3","60","0.15","153"
"OL-4958","TRN-10985","C302","2","50","0.1","90"
"OL-4959","TRN-10985","C302","1","50","0.1","45"
"OL-4960","TRN-10985","P203","3","68","0.1","183.6"
"OL-4961","TRN-10985","C304","1","58","0.1","52.2"
"OL-4962","TRN-10986","C304","1","58","0","58"
"OL-4963","TRN-10986","C301","1","55","0","55"
"OL-4964","TRN-10986","P102","1","80","0","80"
"OL-4965","TRN-10986","P101","1","85","0","85"
"OL-4966","TRN-10987","P101","3","85","0","255"
"OL-4967","TRN-10987","P203","2","68","0","136"
"OL-4968","TRN-10987","P102","1","80","0","80"
"OL-4969","TRN-10987","P203","1","68","0","68"
"OL-4970","TRN-10988","C304","3","58","0","174"
"OL-4971","TRN-10988","P102","3","80","0","240"
"OL-4972","TRN-10989","P101","3","85","0","255"
"OL-4973","TRN-10990","C302","2","50","0","100"
"OL-4974","TRN-10990","C301","3","55","0","165"
"OL-4975","TRN-10991","P101","1","85","0","85"
"OL-4976","TRN-10991","P201","2","70","0","140"
"OL-4977","TRN-10991","P203","3","68","0","204"
"OL-4978","TRN-10991","P101","3","85","0","255"
"OL-4979","TRN-10992","P102","2","80","0.15","136"
"OL-4980","TRN-10993","C304","1","58","0","58"
"OL-4981","TRN-10993","P203","1","68","0","68"
"OL-4982","TRN-10993","P202","2","65","0","130"
"OL-4983","TRN-10993","P201","3","70","0","210"
"OL-4984","TRN-10994","P202","3","65","0.15","165.75"
"OL-4985","TRN-10994","C301","1","55","0.15","46.75"
"OL-4986","TRN-10994","P101","1","85","0.15","72.25"
"OL-4987","TRN-10994","C302","2","50","0.15","85"
"OL-4988","TRN-10995","P101","1","85","0","85"
"OL-4989","TRN-10996","P201","3","70","0","210"
"OL-4990","TRN-10996","P102","1","80","0","80"
"OL-4991","TRN-10996","P103","2","95","0","190"
"OL-4992","TRN-10996","C302","1","50","0","50"
"OL-4993","TRN-10997","P103","1","95","0","95"
"OL-4994","TRN-10997","C303","1","60","0","60"
"OL-4995","TRN-10997","C304","3","58","0","174"
"OL-4996","TRN-10998","C301","3","55","0.1","148.5"
"OL-4997","TRN-10998","P101","3","85","0.1","229.5"
"OL-4998","TRN-10998","P201","1","70","0.1","63"
"OL-4999","TRN-10998","C301","1","55","0.1","49.5"
"OL-5000","TRN-10999","C301","1","55","0","55"
"OL-5001","TRN-10999","P203","3","68","0","204"
"OL-5002","TRN-10999","C301","1","55","0","55"
"OL-5003","TRN-10999","C303","1","60","0","60"
"OL-5004","TRN-11000","P101","1","85","0.05","80.75"
"OL-5005","TRN-11001","P103","2","95","0","190"
"OL-5006","TRN-11002","C301","2","55","0","110"
"OL-5007","TRN-11003","P203","1","68","0","68"
"OL-5008","TRN-11004","P102","1","80","0","80"
"OL-5009","TRN-11005","C303","1","60","0","60"
"OL-5010","TRN-11005","C302","3","50","0","150"
"OL-5011","TRN-11005","C302","1","50","0","50"
"OL-5012","TRN-11006","P101","3","85","0","255"
"OL-5013","TRN-11006","P202","1","65","0","65"
"OL-5014","TRN-11006","P103","3","95","0","285"
"OL-5015","TRN-11006","P102","3","80","0","240"
"OL-5016","TRN-11007","P202","1","65","0","65"
"OL-5017","TRN-11008","P203","1","68","0","68"
"OL-5018","TRN-11008","P102","2","80","0","160"
"OL-5019","TRN-11008","C303","1","60","0","60"
"OL-5020","TRN-11009","P201","1","70","0.15","59.5"
"OL-5021","TRN-11009","P202","3","65","0.15","165.75"
"OL-5022","TRN-11009","P203","3","68","0.15","173.4"
"OL-5023","TRN-11010","P201","1","70","0","70"
"OL-5024","TRN-11011","P101","3","85","0","255"
"OL-5025","TRN-11011","P201","3","70","0","210"
"OL-5026","TRN-11011","C301","3","55","0","165"
"OL-5027","TRN-11011","P203","2","68","0","136"
"OL-5028","TRN-11012","C303","2","60","0","120"
"OL-5029","TRN-11012","P202","1","65","0","65"
"OL-5030","TRN-11012","C303","3","60","0","180"
"OL-5031","TRN-11012","P102","3","80","0","240"
"OL-5032","TRN-11013","C302","3","50","0","150"
"OL-5033","TRN-11013","C303","3","60","0","180"
"OL-5034","TRN-11013","C303","1","60","0","60"
"OL-5035","TRN-11013","P201","1","70","0","70"
"OL-5036","TRN-11014","P203","3","68","0","204"
"OL-5037","TRN-11014","C304","2","58","0","116"
"OL-5038","TRN-11014","P202","2","65","0","130"
"OL-5039","TRN-11014","P203","2","68","0","136"
"OL-5040","TRN-11015","P202","3","65","0","195"
"OL-5041","TRN-11015","C304","2","58","0","116"
"OL-5042","TRN-11015","P203","1","68","0","68"
"OL-5043","TRN-11015","P101","3","85","0","255"
"OL-5044","TRN-11016","C304","1","58","0","58"
"OL-5045","TRN-11016","P103","3","95","0","285"
"OL-5046","TRN-11016","C304","2","58","0","116"
"OL-5047","TRN-11017","P103","3","95","0.05","270.75"
"OL-5048","TRN-11018","P103","3","95","0","285"
"OL-5049","TRN-11019","C301","3","55","0.1","148.5"
"OL-5050","TRN-11019","P103","2","95","0.1","171"
"OL-5051","TRN-11020","P102","1","80","0","80"
"OL-5052","TRN-11021","C303","3","60","0","180"
"OL-5053","TRN-11021","C303","3","60","0","180"
"OL-5054","TRN-11021","P103","1","95","0","95"
"OL-5055","TRN-11022","C301","3","55","0","165"
"OL-5056","TRN-11022","P201","1","70","0","70"
"OL-5057","TRN-11022","P201","2","70","0","140"
"OL-5058","TRN-11023","P102","3","80","0","240"
"OL-5059","TRN-11023","P203","3","68","0","204"
"OL-5060","TRN-11023","C302","3","50","0","150"
"OL-5061","TRN-11023","C303","1","60","0","60"
"OL-5062","TRN-11024","P202","2","65","0.05","123.5"
"OL-5063","TRN-11025","C302","2","50","0","100"
"OL-5064","TRN-11025","P201","1","70","0","70"
"OL-5065","TRN-11026","P102","3","80","0","240"
"OL-5066","TRN-11026","C301","1","55","0","55"
"OL-5067","TRN-11026","P203","1","68","0","68"
"OL-5068","TRN-11026","C303","1","60","0","60"
"OL-5069","TRN-11027","P203","3","68","0.05","193.8"
"OL-5070","TRN-11027","P201","3","70","0.05","199.5"
"OL-5071","TRN-11028","C303","2","60","0","120"
"OL-5072","TRN-11028","C301","2","55","0","110"
"OL-5073","TRN-11028","C304","2","58","0","116"
"OL-5074","TRN-11029","C302","2","50","0","100"
"OL-5075","TRN-11029","P203","1","68","0","68"
"OL-5076","TRN-11029","C304","1","58","0","58"
"OL-5077","TRN-11030","P102","2","80","0.15","136"
"OL-5078","TRN-11031","C301","1","55","0.15","46.75"
"OL-5079","TRN-11032","P103","1","95","0","95"
"OL-5080","TRN-11032","C304","2","58","0","116"
"OL-5081","TRN-11033","P101","1","85","0","85"
"OL-5082","TRN-11033","P103","2","95","0","190"
"OL-5083","TRN-11033","P102","2","80","0","160"
"OL-5084","TRN-11033","P103","2","95","0","190"
"OL-5085","TRN-11034","P103","1","95","0","95"
"OL-5086","TRN-11034","P203","2","68","0","136"
"OL-5087","TRN-11035","P101","3","85","0","255"
"OL-5088","TRN-11035","C302","1","50","0","50"
"OL-5089","TRN-11036","C301","2","55","0","110"
"OL-5090","TRN-11037","C304","1","58","0","58"
"OL-5091","TRN-11038","C301","3","55","0","165"
"OL-5092","TRN-11038","P103","2","95","0","190"
"OL-5093","TRN-11039","C301","2","55","0","110"
"OL-5094","TRN-11039","P201","2","70","0","140"
"OL-5095","TRN-11039","C302","3","50","0","150"
"OL-5096","TRN-11039","C301","1","55","0","55"
"OL-5097","TRN-11040","C302","1","50","0","50"
"OL-5098","TRN-11040","C304","3","58","0","174"
"OL-5099","TRN-11040","P102","3","80","0","240"
"OL-5100","TRN-11041","P202","1","65","0","65"
"OL-5101","TRN-11041","C303","3","60","0","180"
"OL-5102","TRN-11041","C303","1","60","0","60"
"OL-5103","TRN-11041","P202","2","65","0","130"
"OL-5104","TRN-11042","P201","2","70","0","140"
"OL-5105","TRN-11042","P202","3","65","0","195"
"OL-5106","TRN-11042","P102","3","80","0","240"
"OL-5107","TRN-11042","P201","1","70","0","70"
"OL-5108","TRN-11043","P203","3","68","0","204"
"OL-5109","TRN-11044","P102","1","80","0","80"
"OL-5110","TRN-11044","P201","2","70","0","140"
"OL-5111","TRN-11045","C303","2","60","0","120"
"OL-5112","TRN-11045","C302","1","50","0","50"
"OL-5113","TRN-11045","P101","1","85","0","85"
"OL-5114","TRN-11045","P101","3","85","0","255"
"OL-5115","TRN-11046","P103","2","95","0","190"
"OL-5116","TRN-11047","P203","2","68","0.1","122.4"
"OL-5117","TRN-11047","C304","1","58","0.1","52.2"
"OL-5118","TRN-11047","P103","1","95","0.1","85.5"
"OL-5119","TRN-11047","C301","3","55","0.1","148.5"
"OL-5120","TRN-11048","C303","2","60","0","120"
"OL-5121","TRN-11049","C301","2","55","0","110"
"OL-5122","TRN-11049","P101","2","85","0","170"
"OL-5123","TRN-11049","P103","3","95","0","285"
"OL-5124","TRN-11050","P201","3","70","0","210"
"OL-5125","TRN-11050","P202","3","65","0","195"
"OL-5126","TRN-11050","P202","1","65","0","65"
"OL-5127","TRN-11051","P103","2","95","0.05","180.5"
"OL-5128","TRN-11051","C301","2","55","0.05","104.5"
"OL-5129","TRN-11052","C301","3","55","0","165"
"OL-5130","TRN-11052","P203","1","68","0","68"
"OL-5131","TRN-11052","C301","3","55","0","165"
"OL-5132","TRN-11052","C301","2","55","0","110"
"OL-5133","TRN-11053","P103","1","95","0","95"
"OL-5134","TRN-11053","C301","3","55","0","165"
"OL-5135","TRN-11053","P203","3","68","0","204"
"OL-5136","TRN-11053","P103","3","95","0","285"
"OL-5137","TRN-11054","P201","1","70","0.05","66.5"
"OL-5138","TRN-11054","P201","1","70","0.05","66.5"
"OL-5139","TRN-11054","P203","2","68","0.05","129.2"
"OL-5140","TRN-11055","P103","1","95","0","95"
"OL-5141","TRN-11055","P102","3","80","0","240"
"OL-5142","TRN-11055","C301","1","55","0","55"
"OL-5143","TRN-11055","P201","2","70","0","140"
"OL-5144","TRN-11056","P101","3","85","0.1","229.5"
"OL-5145","TRN-11057","C302","3","50","0.15","127.5"
"OL-5146","TRN-11057","P101","1","85","0.15","72.25"
"OL-5147","TRN-11058","P201","1","70","0.05","66.5"
"OL-5148","TRN-11058","C302","3","50","0.05","142.5"
"OL-5149","TRN-11058","P203","3","68","0.05","193.8"
"OL-5150","TRN-11058","P102","3","80","0.05","228"
"OL-5151","TRN-11059","C301","1","55","0","55"
"OL-5152","TRN-11060","C302","1","50","0","50"
"OL-5153","TRN-11060","C304","2","58","0","116"
"OL-5154","TRN-11061","C303","1","60","0","60"
"OL-5155","TRN-11062","P202","3","65","0","195"
"OL-5156","TRN-11062","C301","1","55","0","55"
"OL-5157","TRN-11062","P202","1","65","0","65"
"OL-5158","TRN-11062","P103","3","95","0","285"
"OL-5159","TRN-11063","P201","1","70","0","70"
"OL-5160","TRN-11063","P102","1","80","0","80"
"OL-5161","TRN-11064","P201","2","70","0","140"
"OL-5162","TRN-11064","C304","3","58","0","174"
"OL-5163","TRN-11064","P101","1","85","0","85"
"OL-5164","TRN-11064","P201","1","70","0","70"
"OL-5165","TRN-11065","C303","1","60","0","60"
"OL-5166","TRN-11065","P102","1","80","0","80"
"OL-5167","TRN-11065","P101","1","85","0","85"
"OL-5168","TRN-11065","P101","3","85","0","255"
"OL-5169","TRN-11066","C304","1","58","0","58"
"OL-5170","TRN-11066","P201","1","70","0","70"
"OL-5171","TRN-11066","P102","2","80","0","160"
"OL-5172","TRN-11066","P103","1","95","0","95"
"OL-5173","TRN-11067","C304","2","58","0","116"
"OL-5174","TRN-11067","C304","1","58","0","58"
"OL-5175","TRN-11068","P203","1","68","0.1","61.2"
"OL-5176","TRN-11068","C302","1","50","0.1","45"
"OL-5177","TRN-11068","P101","1","85","0.1","76.5"
"OL-5178","TRN-11069","C302","2","50","0.05","95"
"OL-5179","TRN-11069","C304","1","58","0.05","55.1"
"OL-5180","TRN-11069","C303","1","60","0.05","57"
"OL-5181","TRN-11070","P101","2","85","0.1","153"
"OL-5182","TRN-11071","P101","2","85","0","170"
"OL-5183","TRN-11072","P201","3","70","0.15","178.5"
"OL-5184","TRN-11072","P203","2","68","0.15","115.6"
"OL-5185","TRN-11073","P202","3","65","0","195"
"OL-5186","TRN-11074","C301","2","55","0","110"
"OL-5187","TRN-11075","P103","3","95","0.15","242.25"
"OL-5188","TRN-11075","P203","2","68","0.15","115.6"
"OL-5189","TRN-11076","C304","1","58","0","58"
"OL-5190","TRN-11077","C302","1","50","0","50"
"OL-5191","TRN-11077","P101","1","85","0","85"
"OL-5192","TRN-11077","P101","1","85","0","85"
"OL-5193","TRN-11078","C301","1","55","0.15","46.75"
"OL-5194","TRN-11078","P201","3","70","0.15","178.5"
"OL-5195","TRN-11078","C304","2","58","0.15","98.6"
"OL-5196","TRN-11078","P201","2","70","0.15","119"
"OL-5197","TRN-11079","C301","3","55","0","165"
"OL-5198","TRN-11079","P203","1","68","0","68"
"OL-5199","TRN-11080","P203","3","68","0.05","193.8"
"OL-5200","TRN-11080","P102","2","80","0.05","152"
"OL-5201","TRN-11080","C301","3","55","0.05","156.75"
"OL-5202","TRN-11081","P103","2","95","0","190"
"OL-5203","TRN-11081","P201","2","70","0","140"
"OL-5204","TRN-11081","C302","2","50","0","100"
"OL-5205","TRN-11082","P101","1","85","0","85"
"OL-5206","TRN-11083","C304","1","58","0","58"
"OL-5207","TRN-11084","P101","2","85","0","170"
"OL-5208","TRN-11084","P203","1","68","0","68"
"OL-5209","TRN-11085","P102","3","80","0.1","216"
"OL-5210","TRN-11086","P201","3","70","0","210"
"OL-5211","TRN-11086","C304","3","58","0","174"
"OL-5212","TRN-11086","P202","1","65","0","65"
"OL-5213","TRN-11087","P101","1","85","0","85"
"OL-5214","TRN-11087","C304","1","58","0","58"
"OL-5215","TRN-11088","C304","3","58","0","174"
"OL-5216","TRN-11089","C301","2","55","0.05","104.5"
"OL-5217","TRN-11089","C304","2","58","0.05","110.2"
"OL-5218","TRN-11089","C302","2","50","0.05","95"
"OL-5219","TRN-11090","P203","2","68","0","136"
"OL-5220","TRN-11090","P202","2","65","0","130"
"OL-5221","TRN-11090","P203","2","68","0","136"
"OL-5222","TRN-11091","P103","3","95","0","285"
"OL-5223","TRN-11091","C303","1","60","0","60"
"OL-5224","TRN-11092","P202","2","65","0","130"
"OL-5225","TRN-11092","C302","3","50","0","150"
"OL-5226","TRN-11092","C304","2","58","0","116"
"OL-5227","TRN-11093","P102","2","80","0.05","152"
"OL-5228","TRN-11093","C304","1","58","0.05","55.1"
"OL-5229","TRN-11093","P103","1","95","0.05","90.25"
"OL-5230","TRN-11093","P203","2","68","0.05","129.2"
"OL-5231","TRN-11094","C302","3","50","0.05","142.5"
"OL-5232","TRN-11094","P201","3","70","0.05","199.5"
"OL-5233","TRN-11094","P101","1","85","0.05","80.75"
"OL-5234","TRN-11094","P201","2","70","0.05","133"
"OL-5235","TRN-11095","P202","2","65","0.1","117"
"OL-5236","TRN-11095","C303","1","60","0.1","54"
"OL-5237","TRN-11096","C303","2","60","0.05","114"
"OL-5238","TRN-11096","C301","1","55","0.05","52.25"
"OL-5239","TRN-11097","P203","3","68","0.05","193.8"
"OL-5240","TRN-11097","P201","3","70","0.05","199.5"
"OL-5241","TRN-11098","P103","3","95","0.05","270.75"
"OL-5242","TRN-11098","P202","3","65","0.05","185.25"
"OL-5243","TRN-11099","P203","1","68","0.1","61.2"
"OL-5244","TRN-11099","P102","2","80","0.1","144"
"OL-5245","TRN-11099","C301","2","55","0.1","99"
"OL-5246","TRN-11099","P102","2","80","0.1","144"
"OL-5247","TRN-11100","P202","2","65","0","130"
"OL-5248","TRN-11100","P103","2","95","0","190"
"OL-5249","TRN-11101","P201","1","70","0","70"
"OL-5250","TRN-11101","C302","2","50","0","100"
"OL-5251","TRN-11101","P102","1","80","0","80"
"OL-5252","TRN-11101","P201","3","70","0","210"
"OL-5253","TRN-11102","P201","1","70","0","70"
"OL-5254","TRN-11102","P201","1","70","0","70"
"OL-5255","TRN-11103","C301","2","55","0","110"
"OL-5256","TRN-11103","C304","3","58","0","174"
"OL-5257","TRN-11103","P101","2","85","0","170"
"OL-5258","TRN-11103","C301","2","55","0","110"
"OL-5259","TRN-11104","P201","1","70","0","70"
"OL-5260","TRN-11104","C304","2","58","0","116"
"OL-5261","TRN-11104","P102","3","80","0","240"
"OL-5262","TRN-11105","C303","2","60","0","120"
"OL-5263","TRN-11105","P202","2","65","0","130"
"OL-5264","TRN-11106","C302","2","50","0.15","85"
"OL-5265","TRN-11106","C303","3","60","0.15","153"
"OL-5266","TRN-11106","P203","1","68","0.15","57.8"
"OL-5267","TRN-11106","C304","2","58","0.15","98.6"
"OL-5268","TRN-11107","C302","2","50","0","100"
"OL-5269","TRN-11107","P202","2","65","0","130"
"OL-5270","TRN-11107","P203","1","68","0","68"
"OL-5271","TRN-11108","P201","3","70","0","210"
"OL-5272","TRN-11108","C304","2","58","0","116"
"OL-5273","TRN-11109","C304","1","58","0","58"
"OL-5274","TRN-11109","C304","2","58","0","116"
"OL-5275","TRN-11109","P202","3","65","0","195"
"OL-5276","TRN-11109","P201","3","70","0","210"
"OL-5277","TRN-11110","P101","3","85","0.05","242.25"
"OL-5278","TRN-11110","C302","3","50","0.05","142.5"
"OL-5279","TRN-11111","P103","3","95","0","285"
"OL-5280","TRN-11112","C301","2","55","0","110"
"OL-5281","TRN-11112","P202","3","65","0","195"
"OL-5282","TRN-11112","P103","1","95","0","95"
"OL-5283","TRN-11113","P202","2","65","0","130"
"OL-5284","TRN-11113","P102","2","80","0","160"
"OL-5285","TRN-11114","C302","2","50","0","100"
"OL-5286","TRN-11115","P203","2","68","0","136"
"OL-5287","TRN-11115","P202","2","65","0","130"
"OL-5288","TRN-11115","P202","1","65","0","65"
"OL-5289","TRN-11116","C303","2","60","0","120"
"OL-5290","TRN-11117","C301","3","55","0.05","156.75"
"OL-5291","TRN-11117","C301","1","55","0.05","52.25"
"OL-5292","TRN-11118","P102","1","80","0","80"
"OL-5293","TRN-11119","C304","1","58","0","58"
"OL-5294","TRN-11119","P202","2","65","0","130"
"OL-5295","TRN-11120","P202","2","65","0","130"
"OL-5296","TRN-11120","C304","1","58","0","58"
"OL-5297","TRN-11120","C304","2","58","0","116"
"OL-5298","TRN-11120","C301","1","55","0","55"
"OL-5299","TRN-11121","P101","1","85","0","85"
"OL-5300","TRN-11121","C303","1","60","0","60"
"OL-5301","TRN-11121","P203","1","68","0","68"
"OL-5302","TRN-11121","P101","2","85","0","170"
"OL-5303","TRN-11122","C303","3","60","0.05","171"
"OL-5304","TRN-11123","C303","3","60","0.05","171"
"OL-5305","TRN-11124","C301","2","55","0.05","104.5"
"OL-5306","TRN-11124","C302","1","50","0.05","47.5"
"OL-5307","TRN-11124","C302","1","50","0.05","47.5"
"OL-5308","TRN-11125","P101","1","85","0","85"
"OL-5309","TRN-11125","C301","2","55","0","110"
"OL-5310","TRN-11125","P202","2","65","0","130"
"OL-5311","TRN-11125","P103","3","95","0","285"
"OL-5312","TRN-11126","C302","1","50","0","50"
"OL-5313","TRN-11126","P203","2","68","0","136"
"OL-5314","TRN-11127","P101","2","85","0.05","161.5"
"OL-5315","TRN-11127","C302","3","50","0.05","142.5"
"OL-5316","TRN-11128","C302","1","50","0","50"
"OL-5317","TRN-11128","P103","3","95","0","285"
"OL-5318","TRN-11128","C303","3","60","0","180"
"OL-5319","TRN-11128","P102","2","80","0","160"
"OL-5320","TRN-11129","C303","2","60","0.15","102"
"OL-5321","TRN-11129","C303","2","60","0.15","102"
"OL-5322","TRN-11129","P201","1","70","0.15","59.5"
"OL-5323","TRN-11130","P201","3","70","0.05","199.5"
"OL-5324","TRN-11130","C303","1","60","0.05","57"
"OL-5325","TRN-11130","P102","2","80","0.05","152"
"OL-5326","TRN-11131","C302","1","50","0","50"
"OL-5327","TRN-11131","C301","1","55","0","55"
"OL-5328","TRN-11131","C304","3","58","0","174"
"OL-5329","TRN-11131","C301","3","55","0","165"
"OL-5330","TRN-11132","C302","1","50","0","50"
"OL-5331","TRN-11132","P201","1","70","0","70"
"OL-5332","TRN-11133","P103","1","95","0","95"
"OL-5333","TRN-11133","C302","1","50","0","50"
"OL-5334","TRN-11134","C301","2","55","0","110"
"OL-5335","TRN-11134","C301","2","55","0","110"
"OL-5336","TRN-11135","P202","2","65","0","130"
"OL-5337","TRN-11136","C302","2","50","0.05","95"
"OL-5338","TRN-11136","P103","3","95","0.05","270.75"
"OL-5339","TRN-11136","P203","2","68","0.05","129.2"
"OL-5340","TRN-11137","P202","3","65","0","195"
"OL-5341","TRN-11137","P103","3","95","0","285"
"OL-5342","TRN-11138","P101","3","85","0.05","242.25"
"OL-5343","TRN-11138","P203","2","68","0.05","129.2"
"OL-5344","TRN-11138","C303","1","60","0.05","57"
"OL-5345","TRN-11139","P201","3","70","0.05","199.5"
"OL-5346","TRN-11140","P103","1","95","0","95"
"OL-5347","TRN-11140","P103","1","95","0","95"
"OL-5348","TRN-11140","C304","1","58","0","58"
"OL-5349","TRN-11140","P202","3","65","0","195"
"OL-5350","TRN-11141","P102","3","80","0.15","204"
"OL-5351","TRN-11141","P202","2","65","0.15","110.5"
"OL-5352","TRN-11141","C303","2","60","0.15","102"
"OL-5353","TRN-11141","P203","3","68","0.15","173.4"
"OL-5354","TRN-11142","C301","2","55","0.05","104.5"
"OL-5355","TRN-11142","P103","3","95","0.05","270.75"
"OL-5356","TRN-11142","P203","2","68","0.05","129.2"
"OL-5357","TRN-11143","P203","2","68","0.05","129.2"
"OL-5358","TRN-11143","C303","3","60","0.05","171"
"OL-5359","TRN-11144","P203","3","68","0","204"
"OL-5360","TRN-11145","C304","2","58","0","116"
"OL-5361","TRN-11145","P101","1","85","0","85"
"OL-5362","TRN-11145","P103","1","95","0","95"
"OL-5363","TRN-11145","P102","3","80","0","240"
"OL-5364","TRN-11146","P201","1","70","0.15","59.5"
"OL-5365","TRN-11146","P103","3","95","0.15","242.25"
