ShipmentID,TransactionID,Carrier,ShipDate,DeliveryDate
"SHP-1003","TRN-11504","ChocoExpress","2022-01-12","2022-01-14"
"SHP-1004","TRN-11508","UPS","2024-05-31","2024-06-05"
"SHP-1005","TRN-11509","SweetHaul Logistics","2024-01-18","2024-01-22"
"SHP-1006","TRN-11511","UPS","2022-01-22","2022-01-26"
"SHP-1007","TRN-11513","UPS","2023-10-24","2023-10-28"
"SHP-1008","TRN-11514","FedEx","2024-09-21","2024-09-25"
"SHP-1009","TRN-11517","ChocoExpress","2023-07-30","2023-08-02"
"SHP-1010","TRN-11519","FedEx","2024-11-29","2024-12-04"
"SHP-1011","TRN-11524","SweetHaul Logistics","2022-05-19","2022-05-23"
"SHP-1012","TRN-11527","FedEx","2025-06-06","2025-06-12"
"SHP-1013","TRN-11528","UPS","2022-08-20","2022-08-25"
"SHP-1014","TRN-11533","ChocoExpress","2023-10-17","2023-10-23"
"SHP-1015","TRN-11534","FedEx","2024-01-28","2024-01-30"
"SHP-1016","TRN-11535","UPS","2022-04-30","2022-05-03"
"SHP-1017","TRN-11539","SweetHaul Logistics","2023-06-18","2023-06-23"
"SHP-1018","TRN-11541","UPS","2023-05-06","2023-05-12"
"SHP-1019","TRN-11549","UPS","2023-07-01","2023-07-04"
"SHP-1020","TRN-11550","FedEx","2023-11-03","2023-11-09"
"SHP-1021","TRN-11551","SweetHaul Logistics","2024-11-05","2024-11-11"
"SHP-1022","TRN-11552","ChocoExpress","2022-03-21","2022-03-23"
"SHP-1023","TRN-11553","SweetHaul Logistics","2024-12-14","2024-12-18"
"SHP-1024","TRN-11554","FedEx","2022-08-08","2022-08-13"
"SHP-1025","TRN-11556","SweetHaul Logistics","2023-04-26","2023-04-30"
"SHP-1026","TRN-11557","ChocoExpress","2023-11-22","2023-11-25"
"SHP-1027","TRN-11560","UPS","2024-07-24","2024-07-28"
"SHP-1028","TRN-11561","ChocoExpress","2023-01-02","2023-01-04"
"SHP-1029","TRN-11563","UPS","2022-09-07","2022-09-11"
"SHP-1030","TRN-11565","ChocoExpress","2023-04-20","2023-04-24"
"SHP-1031","TRN-11567","UPS","2023-04-22","2023-04-27"
"SHP-1032","TRN-11568","FedEx","2022-01-29","2022-01-31"
"SHP-1033","TRN-11570","FedEx","2023-03-14","2023-03-17"
"SHP-1034","TRN-11571","SweetHaul Logistics","2022-01-11","2022-01-14"
"SHP-1035","TRN-11572","ChocoExpress","2022-11-29","2022-12-01"
"SHP-1036","TRN-11573","SweetHaul Logistics","2022-05-26","2022-05-28"
"SHP-1037","TRN-11581","FedEx","2023-01-02","2023-01-08"
"SHP-1038","TRN-11585","SweetHaul Logistics","2022-12-05","2022-12-08"
"SHP-1039","TRN-11586","FedEx","2024-04-20","2024-04-22"
"SHP-1040","TRN-11589","FedEx","2025-07-29","2025-07-31"
"SHP-1041","TRN-11593","UPS","2024-07-03","2024-07-06"
"SHP-1042","TRN-11595","ChocoExpress","2022-05-23","2022-05-28"
"SHP-1043","TRN-11597","ChocoExpress","2022-07-02","2022-07-04"
"SHP-1044","TRN-11600","ChocoExpress","2022-07-19","2022-07-23"
"SHP-1045","TRN-11601","ChocoExpress","2024-05-08","2024-05-14"
"SHP-1046","TRN-11603","UPS","2024-08-12","2024-08-14"
"SHP-1047","TRN-11604","FedEx","2025-10-13","2025-10-15"
"SHP-1048","TRN-11605","FedEx","2024-05-05","2024-05-09"
"SHP-1049","TRN-11606","ChocoExpress","2025-03-21","2025-03-26"
"SHP-1050","TRN-11608","SweetHaul Logistics","2023-06-15","2023-06-17"
"SHP-1051","TRN-11623","FedEx","2022-10-29","2022-11-03"
"SHP-1052","TRN-11625","SweetHaul Logistics","2024-06-08","2024-06-13"
"SHP-1053","TRN-11627","ChocoExpress","2022-02-17","2022-02-23"
"SHP-1054","TRN-11628","ChocoExpress","2024-08-31","2024-09-04"
"SHP-1055","TRN-11629","FedEx","2025-02-02","2025-02-05"
"SHP-1056","TRN-11631","SweetHaul Logistics","2022-10-05","2022-10-09"
"SHP-1057","TRN-11634","FedEx","2024-12-17","2024-12-22"
"SHP-1058","TRN-11639","SweetHaul Logistics","2023-03-04","2023-03-08"
"SHP-1059","TRN-11644","FedEx","2025-03-29","2025-04-03"
"SHP-1060","TRN-11647","UPS","2025-02-09","2025-02-12"
"SHP-1061","TRN-11649","SweetHaul Logistics","2025-01-28","2025-02-02"
"SHP-1062","TRN-11650","ChocoExpress","2022-11-02","2022-11-06"
"SHP-1063","TRN-11652","SweetHaul Logistics","2024-05-24","2024-05-27"
"SHP-1064","TRN-11653","SweetHaul Logistics","2024-12-08","2024-12-12"
"SHP-1065","TRN-11659","SweetHaul Logistics","2025-10-04","2025-10-08"
"SHP-1066","TRN-11662","FedEx","2025-06-06","2025-06-08"
"SHP-1067","TRN-11667","FedEx","2023-02-18","2023-02-21"
"SHP-1068","TRN-11669","ChocoExpress","2025-01-07","2025-01-11"
"SHP-1069","TRN-11670","FedEx","2024-04-06","2024-04-09"
"SHP-1070","TRN-11671","ChocoExpress","2022-02-13","2022-02-19"
"SHP-1071","TRN-11675","FedEx","2023-03-16","2023-03-20"
"SHP-1072","TRN-11680","UPS","2024-07-27","2024-07-30"
"SHP-1073","TRN-11681","UPS","2024-01-06","2024-01-12"
"SHP-1074","TRN-11682","ChocoExpress","2024-10-24","2024-10-29"
"SHP-1075","TRN-11683","SweetHaul Logistics","2023-04-03","2023-04-06"
"SHP-1076","TRN-11685","UPS","2022-04-24","2022-04-28"
"SHP-1077","TRN-11686","ChocoExpress","2024-10-27","2024-10-30"
"SHP-1078","TRN-11687","ChocoExpress","2022-07-14","2022-07-19"
"SHP-1079","TRN-11689","FedEx","2024-08-03","2024-08-09"
"SHP-1080","TRN-11691","FedEx","2022-01-30","2022-02-04"
"SHP-1081","TRN-11693","SweetHaul Logistics","2022-03-18","2022-03-24"
"SHP-1082","TRN-11694","UPS","2022-08-08","2022-08-12"
"SHP-1083","TRN-11695","SweetHaul Logistics","2024-11-17","2024-11-19"
"SHP-1084","TRN-11697","FedEx","2022-09-11","2022-09-15"
"SHP-1085","TRN-11700","UPS","2023-08-09","2023-08-15"
"SHP-1086","TRN-11702","FedEx","2022-09-15","2022-09-20"
"SHP-1087","TRN-11706","UPS","2024-04-30","2024-05-02"
"SHP-1088","TRN-11719","ChocoExpress","2023-09-08","2023-09-10"
"SHP-1089","TRN-11721","UPS","2022-04-27","2022-04-30"
"SHP-1090","TRN-11724","ChocoExpress","2023-05-06","2023-05-11"
"SHP-1091","TRN-11725","UPS","2023-06-27","2023-07-01"
"SHP-1092","TRN-11726","SweetHaul Logistics","2022-11-02","2022-11-05"
"SHP-1093","TRN-11728","SweetHaul Logistics","2023-03-03","2023-03-05"
"SHP-1094","TRN-11732","FedEx","2022-01-17","2022-01-19"
"SHP-1095","TRN-11733","FedEx","2022-12-06","2022-12-12"
"SHP-1096","TRN-11735","ChocoExpress","2025-07-20","2025-07-22"
"SHP-1097","TRN-11736","ChocoExpress","2025-10-07","2025-10-09"
"SHP-1098","TRN-11738","SweetHaul Logistics","2024-04-29","2024-05-02"
"SHP-1099","TRN-11747","SweetHaul Logistics","2023-11-13","2023-11-16"
"SHP-1100","TRN-11750","SweetHaul Logistics","2025-10-15","2025-10-21"
"SHP-1101","TRN-11752","FedEx","2024-03-11","2024-03-15"
"SHP-1102","TRN-11754","FedEx","2024-04-17","2024-04-20"
"SHP-1103","TRN-11755","SweetHaul Logistics","2025-05-15","2025-05-19"
"SHP-1104","TRN-11756","UPS","2022-05-14","2022-05-16"
"SHP-1105","TRN-11757","UPS","2023-10-19","2023-10-25"
"SHP-1106","TRN-11758","FedEx","2024-07-11","2024-07-17"
"SHP-1107","TRN-11759","ChocoExpress","2024-05-25","2024-05-27"
"SHP-1108","TRN-11760","ChocoExpress","2022-08-22","2022-08-25"
"SHP-1109","TRN-11761","UPS","2024-11-11","2024-11-16"
"SHP-1110","TRN-11764","SweetHaul Logistics","2023-06-30","2023-07-05"
"SHP-1111","TRN-11765","FedEx","2024-02-27","2024-03-02"
"SHP-1112","TRN-11767","UPS","2024-07-17","2024-07-19"
"SHP-1113","TRN-11769","ChocoExpress","2023-12-21","2023-12-26"
"SHP-1114","TRN-11770","ChocoExpress","2024-11-19","2024-11-23"
"SHP-1115","TRN-11771","SweetHaul Logistics","2024-04-29","2024-05-04"
"SHP-1116","TRN-11772","FedEx","2022-06-24","2022-06-27"
"SHP-1117","TRN-11773","SweetHaul Logistics","2022-12-19","2022-12-23"
"SHP-1118","TRN-11774","FedEx","2024-11-30","2024-12-06"
"SHP-1119","TRN-11775","UPS","2022-03-15","2022-03-17"
"SHP-1120","TRN-11779","UPS","2023-11-25","2023-12-01"
"SHP-1121","TRN-11782","SweetHaul Logistics","2023-12-07","2023-12-13"
"SHP-1122","TRN-11783","SweetHaul Logistics","2024-05-25","2024-05-28"
"SHP-1123","TRN-11785","SweetHaul Logistics","2023-10-12","2023-10-14"
"SHP-1124","TRN-11786","UPS","2025-06-16","2025-06-20"
"SHP-1125","TRN-11788","ChocoExpress","2022-11-27","2022-12-01"
"SHP-1126","TRN-11791","SweetHaul Logistics","2023-04-12","2023-04-16"
"SHP-1127","TRN-11798","SweetHaul Logistics","2022-03-21","2022-03-25"
"SHP-1128","TRN-11799","UPS","2024-11-09","2024-11-14"
"SHP-1129","TRN-11803","UPS","2024-03-24","2024-03-27"
"SHP-1130","TRN-11804","FedEx","2022-08-30","2022-09-01"
"SHP-1131","TRN-11805","FedEx","2025-10-03","2025-10-08"
"SHP-1132","TRN-11806","SweetHaul Logistics","2022-06-02","2022-06-07"
"SHP-1133","TRN-11807","SweetHaul Logistics","2022-05-05","2022-05-10"
"SHP-1134","TRN-11809","FedEx","2022-07-06","2022-07-12"
"SHP-1135","TRN-11810","ChocoExpress","2023-11-30","2023-12-02"
"SHP-1136","TRN-11811","UPS","2024-05-13","2024-05-15"
"SHP-1137","TRN-11812","UPS","2025-06-19","2025-06-23"
"SHP-1138","TRN-11813","FedEx","2023-06-23","2023-06-29"
"SHP-1139","TRN-11814","ChocoExpress","2023-11-18","2023-11-22"
"SHP-1140","TRN-11816","SweetHaul Logistics","2023-03-27","2023-03-31"
"SHP-1141","TRN-11835","SweetHaul Logistics","2023-01-11","2023-01-15"
"SHP-1142","TRN-11836","ChocoExpress","2022-08-21","2022-08-23"
"SHP-1143","TRN-11837","FedEx","2023-08-27","2023-09-01"
"SHP-1144","TRN-11838","ChocoExpress","2022-02-24","2022-02-28"
"SHP-1145","TRN-11840","UPS","2025-05-22","2025-05-27"
"SHP-1146","TRN-11842","FedEx","2022-02-20","2022-02-26"
"SHP-1147","TRN-11843","SweetHaul Logistics","2025-04-11","2025-04-16"
"SHP-1148","TRN-11855","UPS","2022-06-24","2022-06-26"
"SHP-1149","TRN-11859","ChocoExpress","2025-02-28","2025-03-04"
"SHP-1150","TRN-11861","UPS","2025-01-03","2025-01-05"
"SHP-1151","TRN-11864","FedEx","2023-10-01","2023-10-03"
"SHP-1152","TRN-11868","SweetHaul Logistics","2022-03-05","2022-03-10"
"SHP-1153","TRN-11873","SweetHaul Logistics","2023-11-12","2023-11-15"
"SHP-1154","TRN-11875","UPS","2023-03-07","2023-03-12"
"SHP-1155","TRN-11876","FedEx","2022-07-25","2022-07-29"
"SHP-1156","TRN-11880","UPS","2025-05-07","2025-05-12"
"SHP-1157","TRN-11881","FedEx","2023-05-19","2023-05-21"
"SHP-1158","TRN-11886","UPS","2024-07-01","2024-07-03"
"SHP-1159","TRN-11887","UPS","2025-09-06","2025-09-09"
"SHP-1160","TRN-11889","SweetHaul Logistics","2024-04-21","2024-04-24"
"SHP-1161","TRN-11890","FedEx","2022-11-11","2022-11-13"
"SHP-1162","TRN-11891","ChocoExpress","2024-12-21","2024-12-24"
"SHP-1163","TRN-11892","UPS","2023-08-27","2023-09-01"
"SHP-1164","TRN-11901","ChocoExpress","2023-10-23","2023-10-26"
"SHP-1165","TRN-11902","UPS","2025-04-13","2025-04-15"
"SHP-1166","TRN-11903","UPS","2023-01-26","2023-01-31"
"SHP-1167","TRN-11904","FedEx","2022-12-18","2022-12-21"
"SHP-1168","TRN-11906","ChocoExpress","2024-06-25","2024-06-29"
"SHP-1169","TRN-11907","UPS","2023-04-04","2023-04-08"
"SHP-1170","TRN-11909","ChocoExpress","2023-04-19","2023-04-24"
"SHP-1171","TRN-11913","SweetHaul Logistics","2022-09-23","2022-09-25"
"SHP-1172","TRN-11914","SweetHaul Logistics","2023-05-17","2023-05-21"
"SHP-1173","TRN-11917","SweetHaul Logistics","2025-07-20","2025-07-25"
"SHP-1174","TRN-11918","ChocoExpress","2023-08-24","2023-08-30"
"SHP-1175","TRN-11920","UPS","2025-10-12","2025-10-15"
"SHP-1176","TRN-11925","SweetHaul Logistics","2022-08-04","2022-08-10"
"SHP-1177","TRN-11928","ChocoExpress","2024-10-01","2024-10-07"
"SHP-1178","TRN-11929","ChocoExpress","2024-05-01","2024-05-04"
"SHP-1179","TRN-11932","ChocoExpress","2025-01-19","2025-01-24"
"SHP-1180","TRN-11934","ChocoExpress","2025-07-04","2025-07-06"
"SHP-1181","TRN-11935","ChocoExpress","2025-07-21","2025-07-23"
"SHP-1182","TRN-11937","ChocoExpress","2025-09-20","2025-09-25"
"SHP-1183","TRN-11938","UPS","2022-11-19","2022-11-25"
"SHP-1184","TRN-11939","FedEx","2024-08-22","2024-08-27"
"SHP-1185","TRN-11940","FedEx","2023-06-29","2023-07-03"
"SHP-1186","TRN-11943","ChocoExpress","2025-04-02","2025-04-07"
"SHP-1187","TRN-11945","SweetHaul Logistics","2024-04-16","2024-04-22"
"SHP-1188","TRN-11946","FedEx","2024-02-02","2024-02-08"
"SHP-1189","TRN-11949","UPS","2025-07-14","2025-07-16"
"SHP-1190","TRN-11951","UPS","2024-06-30","2024-07-03"
"SHP-1191","TRN-11952","ChocoExpress","2024-07-23","2024-07-26"
"SHP-1192","TRN-11953","FedEx","2025-10-25","2025-10-30"
"SHP-1193","TRN-11957","FedEx","2022-03-17","2022-03-19"
"SHP-1194","TRN-11959","ChocoExpress","2022-08-15","2022-08-21"
"SHP-1195","TRN-11960","UPS","2024-11-15","2024-11-20"
"SHP-1196","TRN-11966","UPS","2025-08-09","2025-08-13"
"SHP-1197","TRN-11967","UPS","2025-09-04","2025-09-06"
"SHP-1198","TRN-11971","FedEx","2024-03-28","2024-03-30"
"SHP-1199","TRN-11975","SweetHaul Logistics","2025-02-24","2025-02-28"
"SHP-1200","TRN-11978","FedEx","2023-01-13","2023-01-15"
"SHP-1201","TRN-11983","FedEx","2023-11-27","2023-12-03"
"SHP-1202","TRN-11984","ChocoExpress","2024-03-02","2024-03-05"
"SHP-1203","TRN-11988","UPS","2024-03-24","2024-03-26"
"SHP-1204","TRN-11989","FedEx","2023-09-28","2023-10-01"
"SHP-1205","TRN-11991","SweetHaul Logistics","2025-01-12","2025-01-14"
"SHP-1206","TRN-11993","FedEx","2023-09-09","2023-09-15"
"SHP-1207","TRN-11995","SweetHaul Logistics","2022-08-07","2022-08-10"
"SHP-1208","TRN-11997","SweetHaul Logistics","2024-11-02","2024-11-07"
"SHP-1209","TRN-12003","UPS","2024-08-25","2024-08-31"
"SHP-1210","TRN-12007","ChocoExpress","2023-10-26","2023-10-28"
"SHP-1211","TRN-12019","SweetHaul Logistics","2024-11-12","2024-11-17"
"SHP-1212","TRN-12023","UPS","2025-09-01","2025-09-03"
"SHP-1213","TRN-12024","ChocoExpress","2025-05-18","2025-05-24"
"SHP-1214","TRN-12025","UPS","2022-12-14","2022-12-18"
"SHP-1215","TRN-12026","UPS","2022-07-09","2022-07-12"
"SHP-1216","TRN-12028","FedEx","2022-04-04","2022-04-08"
"SHP-1217","TRN-12030","FedEx","2022-10-06","2022-10-12"
"SHP-1218","TRN-12033","UPS","2023-10-23","2023-10-29"
"SHP-1219","TRN-12035","SweetHaul Logistics","2024-08-12","2024-08-16"
"SHP-1220","TRN-12037","UPS","2023-05-31","2023-06-03"
"SHP-1221","TRN-12038","FedEx","2024-05-08","2024-05-11"
"SHP-1222","TRN-12039","FedEx","2024-09-28","2024-10-02"
"SHP-1223","TRN-12040","ChocoExpress","2024-04-01","2024-04-05"
"SHP-1224","TRN-12042","FedEx","2022-07-27","2022-07-29"
"SHP-1225","TRN-12044","FedEx","2025-09-23","2025-09-27"
"SHP-1226","TRN-12047","UPS","2024-06-08","2024-06-14"
"SHP-1227","TRN-12051","UPS","2023-08-09","2023-08-13"
"SHP-1228","TRN-12052","UPS","2025-03-11","2025-03-17"
"SHP-1229","TRN-12056","ChocoExpress","2023-12-09","2023-12-14"
"SHP-1230","TRN-12059","SweetHaul Logistics","2024-06-01","2024-06-03"
"SHP-1231","TRN-12062","SweetHaul Logistics","2025-05-07","2025-05-09"
"SHP-1232","TRN-12063","FedEx","2024-12-27","2024-12-31"
"SHP-1233","TRN-12066","SweetHaul Logistics","2023-12-28","2023-12-30"
"SHP-1234","TRN-12067","UPS","2023-07-09","2023-07-11"
"SHP-1235","TRN-12069","FedEx","2025-10-02","2025-10-08"
"SHP-1236","TRN-12070","UPS","2023-11-22","2023-11-28"
"SHP-1237","TRN-12071","UPS","2023-10-31","2023-11-04"
"SHP-1238","TRN-12072","UPS","2023-12-04","2023-12-06"
"SHP-1239","TRN-12077","SweetHaul Logistics","2022-10-27","2022-11-01"
"SHP-1240","TRN-12080","ChocoExpress","2025-03-06","2025-03-10"
"SHP-1241","TRN-12082","SweetHaul Logistics","2025-06-19","2025-06-22"
"SHP-1242","TRN-12084","ChocoExpress","2024-02-19","2024-02-25"
"SHP-1243","TRN-12085","FedEx","2023-03-20","2023-03-22"
"SHP-1244","TRN-12088","SweetHaul Logistics","2022-12-29","2023-01-04"
"SHP-1245","TRN-12090","UPS","2024-11-12","2024-11-16"
"SHP-1246","TRN-12092","SweetHaul Logistics","2023-01-26","2023-02-01"
"SHP-1247","TRN-12093","FedEx","2024-03-20","2024-03-25"
"SHP-1248","TRN-12096","UPS","2024-09-10","2024-09-12"
"SHP-1249","TRN-12098","UPS","2024-12-04","2024-12-09"
"SHP-1250","TRN-12099","FedEx","2023-06-30","2023-07-03"
"SHP-1251","TRN-12101","UPS","2022-11-14","2022-11-20"
"SHP-1252","TRN-12102","UPS","2025-05-08","2025-05-12"
"SHP-1253","TRN-12103","SweetHaul Logistics","2023-10-12","2023-10-16"
"SHP-1254","TRN-12107","UPS","2023-03-07","2023-03-10"
"SHP-1255","TRN-12109","FedEx","2022-03-13","2022-03-18"
"SHP-1256","TRN-12112","FedEx","2023-03-05","2023-03-11"
"SHP-1257","TRN-12119","UPS","2022-06-20","2022-06-25"
"SHP-1258","TRN-12123","UPS","2023-06-29","2023-07-01"
"SHP-1259","TRN-12125","SweetHaul Logistics","2025-08-19","2025-08-22"
"SHP-1260","TRN-12127","ChocoExpress","2024-05-04","2024-05-06"
"SHP-1261","TRN-12130","UPS","2022-07-13","2022-07-17"
"SHP-1262","TRN-12131","SweetHaul Logistics","2024-06-06","2024-06-10"
"SHP-1263","TRN-12132","ChocoExpress","2022-09-03","2022-09-06"
"SHP-1264","TRN-12133","FedEx","2023-06-22","2023-06-28"
"SHP-1265","TRN-12137","UPS","2023-01-31","2023-02-06"
"SHP-1266","TRN-12141","ChocoExpress","2024-10-13","2024-10-19"
"SHP-1267","TRN-12142","FedEx","2022-06-18","2022-06-23"
"SHP-1268","TRN-12145","SweetHaul Logistics","2024-06-18","2024-06-21"
"SHP-1269","TRN-12151","ChocoExpress","2022-09-18","2022-09-20"
"SHP-1270","TRN-12152","FedEx","2024-01-15","2024-01-19"
"SHP-1271","TRN-12153","SweetHaul Logistics","2022-12-09","2022-12-15"
"SHP-1272","TRN-12154","UPS","2024-01-20","2024-01-25"
"SHP-1273","TRN-12157","FedEx","2022-07-05","2022-07-08"
"SHP-1274","TRN-12158","FedEx","2023-09-23","2023-09-29"
"SHP-1275","TRN-12160","SweetHaul Logistics","2024-03-04","2024-03-09"
"SHP-1276","TRN-12161","FedEx","2025-03-27","2025-03-29"
"SHP-1277","TRN-12165","UPS","2024-09-30","2024-10-06"
"SHP-1278","TRN-12166","UPS","2023-06-27","2023-07-01"
"SHP-1279","TRN-12167","SweetHaul Logistics","2023-01-11","2023-01-16"
"SHP-1280","TRN-12168","ChocoExpress","2022-12-03","2022-12-09"
"SHP-1281","TRN-12170","FedEx","2022-08-18","2022-08-20"
"SHP-1282","TRN-12174","UPS","2024-09-01","2024-09-06"
"SHP-1283","TRN-12176","SweetHaul Logistics","2022-07-28","2022-08-02"
"SHP-1284","TRN-12177","FedEx","2024-07-06","2024-07-10"
"SHP-1285","TRN-12178","FedEx","2024-01-09","2024-01-11"
"SHP-1286","TRN-12179","ChocoExpress","2023-06-13","2023-06-18"
"SHP-1287","TRN-12182","SweetHaul Logistics","2024-06-14","2024-06-20"
"SHP-1288","TRN-12183","UPS","2022-01-10","2022-01-15"
"SHP-1289","TRN-12185","ChocoExpress","2023-11-01","2023-11-03"
"SHP-1290","TRN-12191","SweetHaul Logistics","2023-12-14","2023-12-16"
"SHP-1291","TRN-12199","SweetHaul Logistics","2023-03-22","2023-03-28"
"SHP-1292","TRN-12201","ChocoExpress","2022-04-09","2022-04-13"
"SHP-1293","TRN-12204","UPS","2022-10-19","2022-10-24"
"SHP-1294","TRN-12206","ChocoExpress","2025-09-08","2025-09-13"
"SHP-1295","TRN-12210","FedEx","2022-06-07","2022-06-13"
"SHP-1296","TRN-12214","UPS","2023-12-27","2024-01-02"
"SHP-1297","TRN-12216","UPS","2024-01-27","2024-01-31"
"SHP-1298","TRN-12217","SweetHaul Logistics","2023-08-11","2023-08-14"
"SHP-1299","TRN-12219","SweetHaul Logistics","2024-09-28","2024-10-01"
"SHP-1300","TRN-12220","SweetHaul Logistics","2024-10-29","2024-11-01"
"SHP-1301","TRN-12221","UPS","2024-11-28","2024-12-02"
"SHP-1302","TRN-12222","ChocoExpress","2022-05-22","2022-05-25"
"SHP-1303","TRN-12226","FedEx","2022-11-22","2022-11-27"
"SHP-1304","TRN-12228","ChocoExpress","2022-05-27","2022-05-30"
"SHP-1305","TRN-12230","ChocoExpress","2025-10-08","2025-10-11"
"SHP-1306","TRN-12233","UPS","2024-01-20","2024-01-25"
"SHP-1307","TRN-12236","UPS","2023-01-03","2023-01-09"
"SHP-1308","TRN-12245","FedEx","2024-01-23","2024-01-25"
"SHP-1309","TRN-12248","SweetHaul Logistics","2025-06-09","2025-06-11"
"SHP-1310","TRN-12252","ChocoExpress","2022-02-26","2022-03-03"
"SHP-1311","TRN-12256","SweetHaul Logistics","2023-12-28","2023-12-31"
"SHP-1312","TRN-12257","FedEx","2025-08-08","2025-08-13"
"SHP-1313","TRN-12262","UPS","2025-01-23","2025-01-26"
"SHP-1314","TRN-12266","ChocoExpress","2022-10-10","2022-10-12"
"SHP-1315","TRN-12270","SweetHaul Logistics","2022-09-07","2022-09-09"
"SHP-1316","TRN-12271","ChocoExpress","2022-01-15","2022-01-18"
"SHP-1317","TRN-12275","UPS","2024-01-03","2024-01-08"
"SHP-1318","TRN-12278","SweetHaul Logistics","2024-11-13","2024-11-16"
"SHP-1319","TRN-12284","SweetHaul Logistics","2024-10-20","2024-10-22"
"SHP-1320","TRN-12285","SweetHaul Logistics","2023-12-17","2023-12-22"
"SHP-1321","TRN-12289","UPS","2025-03-18","2025-03-21"
"SHP-1322","TRN-12293","UPS","2025-05-31","2025-06-05"
"SHP-1323","TRN-12294","UPS","2024-07-23","2024-07-27"
"SHP-1324","TRN-12295","UPS","2022-01-24","2022-01-30"
"SHP-1325","TRN-12300","UPS","2024-08-31","2024-09-02"
"SHP-1326","TRN-12302","UPS","2024-09-22","2024-09-24"
"SHP-1327","TRN-12303","FedEx","2022-08-14","2022-08-19"
"SHP-1328","TRN-12304","UPS","2025-07-29","2025-08-01"
"SHP-1329","TRN-12305","ChocoExpress","2024-03-01","2024-03-06"
"SHP-1330","TRN-12306","ChocoExpress","2023-03-24","2023-03-29"
"SHP-1331","TRN-12307","UPS","2025-08-10","2025-08-16"
"SHP-1332","TRN-12308","SweetHaul Logistics","2023-09-17","2023-09-21"
"SHP-1333","TRN-12313","UPS","2022-12-27","2023-01-02"
"SHP-1334","TRN-12318","UPS","2025-04-14","2025-04-20"
"SHP-1335","TRN-12323","SweetHaul Logistics","2023-03-01","2023-03-07"
"SHP-1336","TRN-12324","UPS","2024-12-24","2024-12-29"
"SHP-1337","TRN-12325","UPS","2022-01-09","2022-01-11"
"SHP-1338","TRN-12326","UPS","2025-04-01","2025-04-05"
"SHP-1339","TRN-12331","UPS","2024-10-29","2024-11-03"
"SHP-1340","TRN-12332","SweetHaul Logistics","2024-09-06","2024-09-09"
"SHP-1341","TRN-12342","UPS","2022-07-27","2022-07-29"
"SHP-1342","TRN-12343","ChocoExpress","2022-03-28","2022-04-01"
"SHP-1343","TRN-12344","FedEx","2023-01-27","2023-01-30"
"SHP-1344","TRN-12345","ChocoExpress","2022-11-04","2022-11-07"
"SHP-1345","TRN-12346","ChocoExpress","2023-05-16","2023-05-18"
"SHP-1346","TRN-12349","UPS","2025-01-21","2025-01-23"
"SHP-1347","TRN-12353","SweetHaul Logistics","2022-12-13","2022-12-18"
"SHP-1348","TRN-12361","ChocoExpress","2023-09-07","2023-09-10"
"SHP-1349","TRN-12363","SweetHaul Logistics","2024-04-28","2024-04-30"
"SHP-1350","TRN-12366","ChocoExpress","2022-09-28","2022-10-03"
"SHP-1351","TRN-12369","FedEx","2025-09-14","2025-09-18"
"SHP-1352","TRN-12372","SweetHaul Logistics","2024-08-16","2024-08-22"
"SHP-1353","TRN-12374","SweetHaul Logistics","2022-12-15","2022-12-18"
"SHP-1354","TRN-12375","FedEx","2022-01-11","2022-01-14"
"SHP-1355","TRN-12376","FedEx","2025-09-05","2025-09-09"
"SHP-1356","TRN-12378","UPS","2022-10-03","2022-10-06"
"SHP-1357","TRN-12380","UPS","2023-09-06","2023-09-11"
"SHP-1358","TRN-12381","FedEx","2023-06-05","2023-06-08"
"SHP-1359","TRN-12382","FedEx","2022-06-16","2022-06-22"
"SHP-1360","TRN-12383","SweetHaul Logistics","2024-08-24","2024-08-30"
"SHP-1361","TRN-12384","FedEx","2023-05-01","2023-05-06"
"SHP-1362","TRN-12386","SweetHaul Logistics","2022-11-21","2022-11-25"
"SHP-1363","TRN-12387","FedEx","2024-07-13","2024-07-18"
"SHP-1364","TRN-12388","UPS","2024-09-06","2024-09-09"
"SHP-1365","TRN-12390","ChocoExpress","2023-12-30","2024-01-01"
"SHP-1366","TRN-12391","ChocoExpress","2025-03-16","2025-03-22"
"SHP-1367","TRN-12393","FedEx","2025-01-05","2025-01-08"
"SHP-1368","TRN-12394","SweetHaul Logistics","2025-02-13","2025-02-19"
"SHP-1369","TRN-12396","SweetHaul Logistics","2023-04-04","2023-04-06"
"SHP-1370","TRN-12404","UPS","2025-03-07","2025-03-11"
"SHP-1371","TRN-12406","SweetHaul Logistics","2024-09-05","2024-09-10"
"SHP-1372","TRN-12408","FedEx","2025-09-15","2025-09-20"
"SHP-1373","TRN-12409","UPS","2023-01-02","2023-01-04"
"SHP-1374","TRN-12410","ChocoExpress","2023-10-13","2023-10-19"
"SHP-1375","TRN-12416","SweetHaul Logistics","2022-10-18","2022-10-22"
"SHP-1376","TRN-12418","SweetHaul Logistics","2024-12-04","2024-12-08"
"SHP-1377","TRN-12419","SweetHaul Logistics","2025-06-05","2025-06-08"
"SHP-1378","TRN-12421","UPS","2023-02-02","2023-02-05"
"SHP-1379","TRN-12424","ChocoExpress","2025-01-21","2025-01-23"
"SHP-1380","TRN-12425","ChocoExpress","2024-02-02","2024-02-06"
